9.999999988985486254e-05,7.248460531180734353e-04
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.337172593642642404e+00,0.000000000000000000e+00
-4.737172593649625618e+00,3.674383055577966672e+01
-3.487172593649625618e+00,7.842410629949388579e+01
-9.871725936496256182e-01,8.059267917743390797e+01
1.062827406396940511e+00,8.074580676814180435e+01
3.562827406396940511e+00,5.820001683037276052e+01
6.062827406396940511e+00,6.451552554908975168e+00
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.266391569485118218e+00,0.000000000000000000e+00
-4.666391569492101432e+00,3.888565737579663306e+01
-3.416391569492101432e+00,8.371552595357907478e+01
-9.163915694921013211e-01,8.606108888688953584e+01
1.133608430554464697e+00,8.279080545849976147e+01
3.633608430554464697e+00,6.528320019382522332e+01
6.133608430554464697e+00,1.852108301123109868e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.431200455677367867e+00,0.000000000000000000e+00
-2.831200455684351081e+00,2.891483569784454133e+01
-1.581200455684351081e+00,6.472199674997077068e+01
9.187995443156490305e-01,6.526888213290679630e+01
2.968799544362215048e+00,4.465727150303016657e+01
5.468799544362215492e+00,2.093844802226762170e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.388341647516548427e+00,0.000000000000000000e+00
-4.788341647523531641e+00,2.710952966668190101e+01
-3.538341647523531641e+00,7.595849307823077368e+01
-1.038341647523531419e+00,7.486571745894632102e+01
1.011658352523034710e+00,7.948488776003831902e+01
3.511658352523034488e+00,5.400138416547972753e+01
6.011658352523034488e+00,2.093844802139726369e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.775646036842266628e+00,0.000000000000000000e+00
-3.175646036849249843e+00,3.084562604185132884e+01
-1.925646036849249843e+00,6.605505930205056586e+01
5.743539631507502685e-01,6.805536932853885901e+01
2.624353963197316286e+00,5.367853111588357251e+01
5.124353963197316730e+00,6.451552556548035611e+00
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.661915118603660702e+00,0.000000000000000000e+00
-4.061915118610643916e+00,3.537272387930690343e+01
-2.811915118610643916e+00,7.510004595031159624e+01
-3.119151186106441376e-01,7.410631432283133790e+01
1.738084881435921991e+00,7.047107436200427344e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.802912690994910694e+00,0.000000000000000000e+00
-3.202912691001893908e+00,2.711692066700684478e+01
-1.952912691001893908e+00,6.483384982096724514e+01
5.470873089981062032e-01,7.143224507369986043e+01
2.597087309044672221e+00,5.608015237927327235e+01
5.097087309044672665e+00,2.093844802124348803e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.459598848255353687e+00,0.000000000000000000e+00
-1.609598848262336901e+00,4.298883229654425975e+01
8.904011517376630991e-01,4.284566159561597232e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.549111960495697993e+00,0.000000000000000000e+00
-3.949111960502681207e+00,2.945572026092228413e+01
-2.699111960502681207e+00,7.788670635968527733e+01
-1.991119605026814288e-01,7.943001697856078636e+01
1.850888039543884700e+00,7.346015836700954083e+01
4.350888039543884922e+00,5.117225997739899412e+01
6.850888039543884922e+00,2.093844802233869018e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.958793520310031067e+00,0.000000000000000000e+00
-3.358793520317014281e+00,2.982312152888721712e+01
-2.108793520317014281e+00,7.087610874112949944e+01
3.912064796829856084e-01,7.475559852132400351e+01
2.441206479729551848e+00,6.405348530492939574e+01
4.941206479729551404e+00,3.698850655362959117e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.879987468887784452e+00,0.000000000000000000e+00
-3.279987468894767666e+00,2.626025978503243152e+01
-2.029987468894767666e+00,6.245750270124253944e+01
4.700125311052321120e-01,7.128145816072046159e+01
2.520012531151798463e+00,5.542358269236128621e+01
5.020012531151798463e+00,2.093844801057860039e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.944025745853437570e+00,0.000000000000000000e+00
-5.344025745860420784e+00,3.343081236153847158e+01
-4.094025745860420784e+00,8.004782875674769116e+01
-1.594025745860421450e+00,8.498448231236382355e+01
4.559742541861446785e-01,8.585133167631802564e+01
2.955974254186144901e+00,6.654150435953688714e+01
5.455974254186145345e+00,2.093844802076610279e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.918552440149998262e+00,0.000000000000000000e+00
-3.318552440156981476e+00,2.697407047301522454e+01
-2.068552440156981476e+00,7.714917519610082763e+01
4.314475598430184133e-01,7.972671146305187051e+01
2.481447559889584653e+00,7.131072008145287100e+01
4.981447559889584653e+00,5.019317397472335784e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.530573785263900533e+00,0.000000000000000000e+00
-3.930573785270883747e+00,2.796428281296289953e+01
-2.680573785270883747e+00,7.861362967772622312e+01
-1.805737852708838576e-01,8.044544925412904490e+01
1.869426214775682382e+00,7.492743412469313569e+01
4.369426214775682382e+00,5.387462480519337760e+01
6.869426214775682382e+00,1.367315206518267345e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.528470414547830725e+00,0.000000000000000000e+00
-2.928470414554813939e+00,2.460953394233853686e+01
-1.678470414554813939e+00,6.473148745167860341e+01
8.215295854451860613e-01,6.673969606231815987e+01
2.871529585491752190e+00,4.992442516050075341e+01
5.371529585491751746e+00,2.093844802186122678e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.957767066683015145e+00,0.000000000000000000e+00
-5.357767066689998359e+00,3.153285592801714898e+01
-4.107767066689998359e+00,7.617658351062235056e+01
-1.607767066689998359e+00,8.488691555522188992e+01
4.422329333565678811e-01,8.181325009062767606e+01
2.942232933356567770e+00,6.644829611530788327e+01
5.442232933356567770e+00,1.145171194508772849e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.951917540905618864e+00,0.000000000000000000e+00
-4.351917540912602078e+00,2.997840260023390258e+01
-3.101917540912602078e+00,8.330431782775809779e+01
-6.019175409126019671e-01,8.800553554480202934e+01
1.448082459133964051e+00,8.339704788459837914e+01
3.948082459133964051e+00,6.374122639992279460e+01
6.448082459133964051e+00,1.604918648355921462e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.838839325460488450e+00,0.000000000000000000e+00
-3.238839325467471664e+00,3.013246416780795656e+01
-1.988839325467471664e+00,6.994305632808206497e+01
5.111606745325283363e-01,7.498534471031781834e+01
2.561160674579094465e+00,6.203030535844522575e+01
5.061160674579094021e+00,3.653772066615415781e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.703951083727010207e+00,0.000000000000000000e+00
-3.103951083733993421e+00,3.656507287252064486e+01
-1.853951083733993199e+00,7.050446630978477458e+01
6.460489162660068008e-01,7.193979679683539530e+01
2.696048916312572707e+00,5.724772246940490561e+01
5.196048916312572707e+00,2.371332324878616404e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-5.117078396982019939e+00,0.000000000000000000e+00
-4.517078396989003153e+00,3.599017918224271284e+01
-3.267078396989003153e+00,7.616886323892539679e+01
-7.670783969890030418e-01,8.023182700534061951e+01
1.282921603057562976e+00,7.368585178639963829e+01
3.782921603057562976e+00,4.877145010429869387e+01
6.282921603057562976e+00,2.093844801055540117e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.325615784615911785e+00,0.000000000000000000e+00
-3.725615784622894999e+00,3.176181842182174719e+01
-2.475615784622894999e+00,7.031671152798712399e+01
2.438421537710522280e-02,7.884443312295607598e+01
2.074384215423671129e+00,6.731402553834284674e+01
4.574384215423671129e+00,3.910772434771311623e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.760167011611446064e+00,0.000000000000000000e+00
-3.160167011618429278e+00,2.219873598916521473e+01
-1.910167011618429278e+00,5.737354349732692071e+01
5.898329883815708330e-01,6.675772352096048223e+01
2.639832988428136851e+00,4.956708298182884675e+01
5.139832988428136851e+00,2.093844802183178899e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.363444262022058595e+00,0.000000000000000000e+00
-3.763444262029041365e+00,3.045975446757277183e+01
-2.513444262029041365e+00,7.784314932850844571e+01
-1.344426202904136503e-02,8.448129700427641353e+01
2.036555738017524764e+00,7.511513486198776945e+01
4.536555738017524320e+00,5.346843934222161465e+01
7.036555738017524320e+00,2.093844802066560007e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.344340943983128867e+00,0.000000000000000000e+00
-3.744340943990112081e+00,2.953419388273205115e+01
-2.494340943990112081e+00,7.310672534025782454e+01
5.659056009887919458e-03,7.538821453086509905e+01
2.055659056056454048e+00,6.825399038275858743e+01
4.555659056056454048e+00,4.593083850795705558e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-3.690468711662483248e+00,0.000000000000000000e+00
-1.840468711669466462e+00,3.807094973846277952e+01
6.595312883305335383e-01,4.624666865341125543e+01
2.709531288377099667e+00,1.890124875923719472e+01
-1.000000000000000000e+03,-1.000000000000000000e+03
-4.712132184100110699e+00,0.000000000000000000e+00
-4.112132184107093913e+00,2.788366375823797227e+01
-2.862132184107094357e+00,7.223008405530491416e+01
-3.621321841070942460e-01,8.194093934438977556e+01
1.687867815939471772e+00,7.296193565172339390e+01
4.187867815939472216e+00,5.217537968840976248e+01
6.687867815939472216e+00,2.093844799681131974e+01
